compensation_id,employee_id,effective_date,monthly_salary_egp,annual_bonus_egp,stock_options
125,28,2023-10-20,18002.41,6525.73,0
126,28,2024-07-18,19817.5,7717.18,0
127,28,2025-04-18,23403.31,18225.8,0
128,29,2023-01-10,40472.52,12556.77,65
129,29,2024-10-21,41566.44,4358.61,274
130,29,2025-01-16,42956.37,5302.03,148
131,30,2021-07-09,12250.68,0.0,0
132,30,2022-07-12,13057.34,11359.17,0
133,30,2023-06-17,13513.35,6362.48,35
134,30,2024-10-06,15505.38,11036.33,0
135,30,2025-10-23,16110.3,2227.13,0
136,31,2023-01-27,76941.89,31494.82,100
137,31,2024-01-17,76186.57,33097.97,237
138,31,2025-01-02,74269.27,7701.35,814
139,32,2020-03-13,179401.82,65323.77,872
140,32,2021-07-14,188032.85,170393.44,237
141,32,2022-10-26,203267.18,46680.44,213
142,32,2023-03-25,215500.16,88694.18,341
143,32,2024-01-08,269521.56,65300.28,1000
144,32,2025-03-03,294931.76,199264.19,774
145,33,2024-01-02,19305.09,4084.08,0
146,33,2025-10-03,21215.47,11153.68,0
147,34,2024-01-13,37337.8,5599.91,38
148,34,2025-10-08,38227.33,17782.03,148
149,35,2024-01-17,16000.0,3519.24,30
150,35,2025-10-13,16858.9,7005.15,0
151,36,2022-04-24,23857.34,4861.0,0
152,36,2023-10-12,29762.81,10751.29,0
153,36,2024-01-17,31992.51,5007.52,0
154,36,2025-01-06,33090.95,6476.52,0
155,37,2019-10-14,37125.16,6818.47,241
156,37,2020-07-11,36367.22,17095.64,206
157,37,2021-10-10,35830.07,1975.88,195
158,37,2022-07-19,38509.51,11492.42,222
159,37,2023-01-26,39342.51,9841.69,33
160,37,2024-07-19,39857.34,16961.4,133
161,37,2025-10-26,41189.08,1394.03,142
162,38,2022-01-17,11238.65,3200.98,0
163,38,2023-01-14,11945.08,4136.82,0
164,38,2024-10-08,12090.24,3960.13,0
165,38,2025-10-03,12528.52,1745.97,0
166,39,2024-01-16,10379.42,4263.57,0
167,39,2025-10-21,11952.44,2803.28,0
168,40,2020-01-28,13477.36,0.0,7
169,40,2021-01-11,13075.44,5019.32,0
170,40,2022-04-05,13361.23,3759.92,0
171,40,2023-06-28,14820.2,11345.53,0
172,40,2024-06-17,14915.28,4280.18,0
173,40,2025-01-17,15619.05,4868.91,0
174,41,2023-01-20,85919.87,11321.34,80
175,41,2024-10-05,86883.32,7675.75,25
176,41,2025-10-12,90840.17,5501.38,136
177,42,2020-07-22,44351.59,0.0,17
178,42,2021-01-01,44871.93,0.0,283
179,42,2022-01-18,48640.37,24806.4,270
180,42,2023-06-12,53585.45,11539.76,53
181,42,2024-06-21,56706.73,12316.53,356
182,42,2025-06-12,63153.25,44924.95,193
183,43,2022-01-09,11660.39,6244.17,0
184,43,2023-04-06,12662.39,6713.16,46
185,43,2024-06-02,15185.72,4261.5,0
186,44,2020-10-15,10902.19,2987.91,0
187,44,2021-10-24,10861.32,5153.84,0
188,44,2022-06-17,10318.25,4807.3,0
189,44,2023-04-05,10826.27,5416.97,0
190,44,2024-04-27,11378.91,1909.45,0
191,44,2025-01-14,12063.54,4829.53,0
192,45,2019-01-22,18878.63,2560.22,0
193,45,2020-10-25,18890.41,8964.51,0
194,45,2021-01-22,21011.54,5602.84,0
195,45,2022-10-17,21856.89,11816.76,0
196,45,2023-10-19,22781.73,12043.88,0
197,45,2024-01-26,23861.9,3911.52,0
198,45,2025-01-27,24281.27,3106.27,0
199,46,2022-07-09,20818.24,4302.48,0
200,46,2023-06-01,22750.87,16473.72,0
201,46,2024-07-18,24884.92,17140.17,0
202,46,2025-01-08,30797.31,9855.89,0
203,47,2022-10-24,19416.61,10280.96,0
204,47,2023-10-25,20333.76,3158.33,0
205,47,2024-10-06,20567.67,4186.24,0
206,48,2024-10-06,12747.96,3489.91,0
207,48,2025-07-19,13378.44,4283.81,0
208,49,2023-07-16,11475.61,1590.3,7
209,49,2024-01-27,12516.05,6199.16,0
210,49,2025-06-03,13105.25,6080.36,0
211,50,2023-04-01,22778.66,7383.22,0
212,50,2024-06-28,25372.87,12974.46,0
213,50,2025-06-14,30828.29,18519.54,0
214,51,2023-01-24,74139.85,17945.81,193
215,51,2024-07-27,76661.15,22532.52,18
216,52,2021-10-10,11007.44,0.0,0
217,52,2022-03-06,12174.04,4023.13,0
218,52,2023-10-26,12646.8,11206.03,0
219,52,2024-10-25,14170.11,11299.3,0
220,52,2025-10-07,14640.47,9387.01,0
221,53,2020-01-15,11984.82,2521.35,0
222,53,2021-01-05,12566.23,8132.02,0
223,53,2022-04-13,13357.99,5619.64,0
224,53,2023-10-18,14940.24,3967.26,0
225,53,2024-03-21,15159.18,10530.2,0
226,53,2025-10-18,18983.81,7463.51,0
227,54,2020-10-02,13102.59,4655.08,0
228,54,2021-10-02,13545.65,5871.47,0
229,54,2022-10-03,14602.0,4360.82,0
230,54,2023-10-11,15390.26,2678.05,0
231,54,2024-04-17,17653.05,8996.04,0
232,54,2025-10-26,19709.81,10076.39,0
233,55,2023-01-01,35738.2,15130.62,179
234,55,2024-01-02,37777.48,16436.15,144
235,55,2025-10-02,42119.96,7765.3,49
236,56,2020-10-19,14460.32,0.0,0
237,56,2021-10-22,15155.7,10251.33,0
238,56,2022-04-19,93710.34,3557.71,0
239,56,2023-07-06,15474.84,4144.49,0
240,56,2024-01-04,15873.58,2485.06,0
241,56,2025-01-11,17395.2,10692.76,0
242,57,2020-01-20,48054.59,0.0,75
243,57,2021-01-04,55593.62,0.0,134
244,57,2022-10-06,56802.63,23620.75,38
245,57,2023-10-13,71403.09,47625.39,68
246,57,2024-03-17,76000.0,13230.03,138
247,57,2025-03-04,89333.12,55626.7,113
248,58,2023-01-09,13067.81,1377.96,10
249,58,2024-07-08,15906.21,5371.64,0
250,58,2025-03-01,17504.7,3469.47,13
251,59,2023-10-16,9625.46,6568.24,0
252,59,2024-10-09,10429.64,7829.67,0
253,59,2025-10-07,10808.1,7724.23,0
254,60,2019-06-16,20554.24,7648.77,17
255,60,2020-10-16,20174.6,2140.09,0
256,60,2021-01-27,20081.42,6997.46,0
257,60,2022-01-05,19822.95,584.59,0
258,60,2023-04-05,20256.82,2055.71,0
259,60,2024-06-08,21011.4,1930.48,0
260,60,2025-01-25,23462.11,1177.15,0
261,61,2022-10-16,20151.6,5077.38,0
262,61,2023-06-20,21002.94,8279.55,0
263,61,2024-06-06,21390.91,10711.73,0
264,61,2025-01-25,26303.34,4588.36,0
265,62,2021-10-21,13151.75,4506.11,0
266,62,2022-04-27,13589.5,4916.59,0
267,62,2023-10-21,14764.11,7501.85,0
268,62,2024-07-12,17203.17,2696.74,0
269,62,2025-10-10,21122.45,7605.93,0
270,63,2021-10-05,17208.04,0.0,0
271,63,2022-10-07,17789.61,1662.39,0
272,63,2023-01-06,20587.01,5270.33,0
273,63,2024-01-17,22397.74,2469.38,0
274,63,2025-06-20,22235.06,9619.62,0
275,64,2019-03-02,46508.03,5319.46,84
276,64,2020-03-27,57754.62,25315.83,83
277,64,2021-01-18,58243.34,0.0,41
278,64,2022-10-02,59374.45,7635.53,90
279,64,2023-01-08,62348.24,14084.45,70
280,64,2024-03-03,64178.19,14613.45,69
281,64,2025-01-21,61765.92,20225.73,500
282,65,2022-01-21,12840.77,1186.09,0
283,65,2023-06-06,13230.66,3356.76,18
284,65,2024-10-03,14385.45,6764.69,0
285,65,2025-03-22,14765.4,1913.91,0
286,66,2019-01-26,41133.34,21534.96,133
287,66,2020-10-21,41604.28,0.0,110
288,66,2021-01-13,41782.13,12900.8,63
289,66,2022-01-03,42308.85,4979.1,85
290,66,2023-01-01,44852.15,1964.99,85
291,66,2024-07-06,46404.68,5313.27,31
292,66,2025-04-07,49064.67,4707.69,115
293,67,2022-07-14,69873.57,35589.8,505
294,67,2023-10-03,74050.3,10883.68,281
295,67,2024-10-02,74743.18,10629.35,276
296,67,2025-01-20,79726.9,33628.24,166
297,68,2022-06-04,18139.03,4686.22,0
298,68,2023-01-27,19067.39,3775.39,0
299,68,2024-03-01,19486.01,4335.81,0
300,68,2025-04-23,19954.86,6703.08,0
301,69,2021-01-20,188544.87,0.0,300
302,69,2022-10-27,192258.17,16616.72,438
303,69,2023-01-20,207562.99,45344.28,333
304,69,2024-01-05,217652.5,81511.89,480
305,70,2020-10-09,73009.71,0.0,306
306,70,2021-04-15,75394.78,0.0,190
307,70,2022-01-16,74112.25,10352.84,757
308,70,2023-10-11,76761.29,16511.79,586
309,70,2024-10-05,76547.38,2804.02,415
310,70,2025-06-25,76482.01,30393.86,117
311,71,2021-04-15,49880.8,0.0,287
312,71,2022-01-07,55816.92,11679.5,69
313,71,2023-01-09,61786.76,34684.82,344
314,71,2024-01-26,64003.12,16337.24,638
315,71,2025-01-23,65789.73,47392.67,91
316,72,2019-10-13,32864.67,12280.26,275
317,72,2020-04-16,34144.57,25457.59,69
318,72,2021-04-28,35778.68,32159.76,68
319,72,2022-06-15,44803.87,6756.06,254
320,72,2023-10-20,48426.65,10879.75,23
321,72,2024-06-05,51644.45,34739.26,133
322,72,2025-04-23,56600.56,27358.51,215
323,73,2022-01-22,11459.27,2368.56,0
324,73,2023-07-20,12270.89,8044.0,0
325,73,2024-01-17,13286.0,9212.75,0
326,73,2025-04-01,16684.34,4447.54,0
327,74,2024-01-21,18919.15,6656.0,0
328,74,2025-04-09,19678.91,5406.88,0
329,75,2020-01-21,12079.2,4433.7,0
330,75,2021-01-12,11932.79,5958.05,0
331,75,2022-10-21,11689.93,6329.17,0
332,75,2023-03-05,12244.42,1811.9,0
333,75,2024-01-17,12772.75,1137.43,0
334,75,2025-01-01,12740.57,6669.72,0
335,76,2023-10-10,16280.25,5384.84,0
336,76,2024-10-10,17553.58,4695.15,0
337,76,2025-10-27,21234.77,10211.69,0
338,77,2020-03-15,81475.19,0.0,116
339,77,2021-07-03,81777.29,0.0,383
340,77,2022-10-12,98243.6,50281.94,375
341,77,2023-10-22,104373.43,53018.15,487
342,77,2024-01-02,105736.62,6222.92,33
343,77,2025-10-24,108681.29,45385.27,288
344,78,2022-01-18,40755.05,15044.83,200
345,78,2023-10-11,43017.47,5198.17,242
346,78,2024-07-26,44963.24,9358.27,710
347,78,2025-06-06,48849.07,18614.85,193
348,79,2023-06-01,11802.22,4726.09,0
349,79,2024-10-17,12419.09,1754.79,0
350,79,2025-01-05,12824.62,2701.16,0
351,80,2023-01-16,11339.7,4230.01,0
352,80,2024-01-25,10892.15,2914.11,0
353,80,2025-03-02,10906.94,997.04,0
354,81,2019-04-22,9359.36,4427.39,0
355,81,2020-10-17,9183.74,421.0,0
356,81,2021-06-16,9043.97,499.42,0
357,81,2022-10-03,8942.12,929.73,0
358,81,2023-01-23,8800.52,702.7,0
359,81,2024-01-14,9039.59,1979.81,0
360,81,2025-10-03,9146.15,906.49,0
361,82,2024-01-11,20832.17,16858.47,0
362,82,2025-04-05,22170.44,8100.69,0
363,83,2019-01-19,11922.8,6004.0,0
364,83,2020-01-27,12564.23,6676.21,0
365,83,2021-10-19,13244.98,3106.96,0
366,83,2022-01-14,12582.73,1934.31,0
367,83,2023-06-16,13845.38,9511.62,0
368,83,2024-03-24,14446.26,5423.56,0
369,83,2025-01-08,16697.99,8192.25,0
370,84,2021-07-21,11287.35,0.0,0
371,84,2022-01-14,11787.79,528.89,0
372,84,2023-06-16,11768.38,1080.09,0
373,84,2024-07-23,12019.79,1965.92,0
374,85,2022-01-21,24252.88,7111.12,0
375,85,2023-01-06,24992.71,10732.26,0
376,85,2024-10-07,26388.62,13428.86,0
377,85,2025-07-22,33029.49,2849.04,0
378,86,2019-06-01,90810.37,33439.28,477
379,86,2020-04-06,90936.09,20969.01,29
380,86,2021-01-11,89512.74,21951.92,175
381,86,2022-01-26,92471.17,5500.19,76
382,86,2023-03-23,98425.36,20402.18,690
383,86,2024-10-11,101636.48,11793.31,431
384,86,2025-01-04,103910.53,54536.45,285
385,87,2023-03-12,43819.35,6515.01,60
386,87,2024-10-11,46934.69,13490.07,194
387,88,2021-04-12,36236.39,0.0,34
388,88,2022-06-20,38660.08,5501.04,41
389,88,2023-10-27,47697.89,35270.67,217
390,88,2024-10-26,55492.5,46159.01,112
391,88,2025-06-04,71030.4,43617.35,24
392,89,2022-10-20,16000.0,12782.21,0
393,89,2023-10-11,16918.47,8872.05,0
394,89,2024-04-20,17817.9,8316.0,36
395,90,2022-01-06,17764.61,9742.58,0
396,90,2023-03-24,17870.87,1742.04,0
397,90,2024-01-28,17679.29,1066.7,0
398,90,2025-06-23,16898.89,2057.07,0
399,91,2020-04-18,87474.44,0.0,237
400,91,2021-01-12,95573.74,0.0,188
401,91,2022-07-17,101838.46,17372.12,98
402,91,2023-01-20,100001.3,54487.31,297
403,91,2024-10-18,120395.5,11222.85,165
404,92,2023-10-12,75035.07,36546.57,276
405,92,2024-07-27,81411.23,40711.82,226
406,92,2025-06-05,82912.85,67461.33,723
407,93,2020-03-04,21063.32,10811.24,0
408,93,2021-04-05,21164.2,1844.4,0
409,93,2022-01-18,21524.59,2608.62,0
410,93,2023-10-24,22543.11,7594.15,0
411,93,2024-01-22,24317.98,2265.84,0
412,93,2025-10-08,26302.19,13841.01,0
413,94,2023-07-25,10304.06,5835.85,0
414,94,2024-07-08,11342.96,7858.88,0
415,94,2025-01-15,12867.06,3004.31,0
416,95,2021-06-17,20567.93,4410.16,0
417,95,2022-10-02,22020.41,3658.42,0
418,95,2023-01-05,24559.53,14602.4,0
419,95,2024-10-06,26295.45,8155.92,0
420,95,2025-01-18,33128.19,14063.41,0
421,96,2020-01-25,43292.09,12513.06,291
422,96,2021-06-12,44981.15,17598.3,20
423,96,2022-10-19,51008.0,22286.55,157
424,96,2023-10-02,56145.39,16240.98,78
425,96,2024-10-01,59907.35,20602.14,133
426,96,2025-01-28,65317.71,41067.83,120
427,97,2021-10-14,19710.87,7723.02,0
428,97,2022-01-06,21324.35,16900.89,0
429,97,2023-03-26,23026.5,6547.01,0
430,97,2024-07-19,23975.41,13033.91,0
431,97,2025-07-17,25044.86,10216.96,0
432,98,2019-01-17,18944.17,1953.83,0
433,98,2020-01-02,19341.98,4465.86,0
434,98,2021-03-24,20316.12,7597.34,0
435,98,2022-10-12,20914.69,9809.7,0
436,98,2023-07-17,20818.99,7631.61,0
437,98,2024-01-13,21481.29,3806.67,0
438,98,2025-01-03,22998.79,2707.44,0
439,99,2021-07-25,13521.16,7144.36,0
440,99,2022-06-06,13354.97,1265.54,0
441,99,2023-04-05,13332.41,736.35,0
442,99,2024-10-28,15674.37,2343.52,0
443,99,2025-07-19,16436.87,2672.83,0
444,100,2023-01-22,35870.56,7204.98,42
445,100,2024-01-22,38188.54,28395.66,51
446,100,2025-10-07,41643.15,6149.41,68
447,101,2020-10-28,9472.76,0.0,0
448,101,2021-01-25,9261.44,4098.65,0
449,101,2022-01-21,9747.44,1092.43,0
450,101,2023-01-03,10207.85,717.46,0
451,101,2024-06-28,10162.9,341.74,0
452,101,2025-07-26,10492.0,4803.59,0
453,102,2022-06-18,175255.18,56230.92,463
454,102,2023-07-22,174491.58,19729.68,316
455,102,2024-07-25,180947.6,74107.56,306
456,102,2025-10-11,186562.45,55862.37,254
457,103,2019-01-09,19139.52,1672.89,0
458,103,2020-04-03,19455.75,5178.46,0
459,103,2021-07-08,19354.37,7358.46,0
460,103,2022-04-02,19474.31,6438.28,0
461,103,2023-10-21,19980.43,5381.92,0
462,103,2024-01-06,20723.18,4501.24,0
463,103,2025-03-04,22475.86,4062.59,0
464,104,2024-10-15,8931.79,2823.16,0
465,104,2025-06-23,10134.26,6234.0,0
466,105,2020-04-26,8700.0,0.0,0
467,105,2021-10-04,9051.35,0.0,0
468,105,2022-01-14,9885.22,5736.8,44
469,105,2023-06-03,11990.93,4669.71,0
470,105,2024-10-11,13458.85,7945.3,22
471,105,2025-06-26,14725.31,9373.82,0
472,106,2020-10-06,21204.63,1552.18,0
473,106,2021-04-16,21127.17,0.0,47
474,106,2022-10-10,20697.59,1495.71,0
475,106,2023-10-06,21001.12,2464.2,0
476,106,2024-01-04,21956.17,10073.42,0
477,106,2025-03-27,21746.61,2335.62,0
478,107,2022-03-05,45074.57,18622.62,198
479,107,2023-07-07,47640.59,11806.07,50
480,107,2024-07-11,53159.73,32461.65,120
481,107,2025-10-12,56182.76,5555.96,237
482,108,2022-01-06,12212.11,1998.22,0
483,108,2023-01-15,14562.15,5111.07,0
484,108,2024-10-03,15604.16,4826.87,0
485,108,2025-01-02,16054.85,8577.41,0
486,109,2019-07-24,19568.18,15114.04,0
487,109,2020-01-18,19469.87,0.0,0
488,109,2021-01-10,19981.93,6872.54,0
489,109,2022-10-20,19946.99,4632.91,0
490,109,2023-10-19,20396.25,8570.33,17
491,109,2024-06-02,25119.93,13080.41,0
492,109,2025-01-17,26145.55,2304.24,0
493,110,2022-06-11,12366.39,1513.84,0
494,110,2023-04-20,12092.31,1760.18,0
495,110,2024-04-20,14504.65,5641.34,5
496,111,2022-06-22,78628.51,26535.11,187
497,111,2023-01-01,78613.26,29011.4,113
498,111,2024-01-21,84503.02,36360.05,586
499,111,2025-10-03,90410.97,29777.7,236
500,112,2022-10-04,35612.24,16111.63,301
501,112,2023-01-09,37036.94,7495.8,206
502,112,2024-07-23,40796.1,17697.04,224
503,112,2025-04-09,45350.73,35607.85,24
504,113,2023-06-17,74531.1,12291.49,326
505,113,2024-01-18,79520.67,16333.21,269
506,113,2025-04-14,94872.71,51690.57,317
507,114,2023-01-12,44096.63,35866.64,115
508,114,2024-07-15,48328.9,4235.89,93
509,114,2025-10-25,52242.16,28424.29,173
510,115,2019-01-08,19689.08,8127.86,0
511,115,2020-03-18,19576.8,9388.9,0
512,115,2021-10-19,19254.57,6265.65,0
513,115,2022-01-10,19628.81,1100.01,0
514,115,2023-03-20,19871.28,2394.21,0
515,115,2024-03-22,19774.08,10020.2,0
516,115,2025-04-01,20089.7,9426.6,0
517,116,2022-01-07,19829.94,6362.19,0
518,116,2023-01-10,19455.11,5482.83,0
519,116,2024-01-04,20570.13,6405.07,0
520,116,2025-01-16,20075.43,961.7,0
521,117,2019-06-16,17745.31,6157.25,0
522,117,2020-10-17,20811.35,3201.65,0
523,117,2021-01-02,23923.06,19538.62,0
524,117,2022-01-02,30621.52,19149.79,0
525,117,2023-10-15,39195.55,27362.04,14
526,117,2024-10-26,41640.01,12596.13,0
527,117,2025-10-24,44535.88,22428.78,0
528,118,2023-01-19,11599.39,3386.63,0
529,118,2024-10-07,12694.08,6444.64,0
530,118,2025-04-11,13420.42,4020.86,32
531,119,2021-06-09,19239.78,6664.1,0
532,119,2022-01-22,20588.43,2979.82,4
533,119,2023-01-17,20399.27,2778.99,0
534,119,2024-10-13,21925.91,12705.95,0
535,120,2021-03-04,20657.45,10018.03,0
536,120,2022-06-27,25507.67,6995.31,0
537,120,2023-03-07,26031.32,5440.95,0
538,120,2024-01-01,27589.7,11989.34,0
539,120,2025-10-26,29366.81,17400.0,0
540,121,2019-01-08,38798.93,8988.21,83
541,121,2020-10-23,39287.21,20253.85,42
542,121,2021-10-25,39332.66,0.0,152
543,121,2022-06-04,40043.6,-18607.05,19
544,121,2023-01-11,42249.61,7773.5,81
545,121,2024-10-23,43303.96,16674.77,351
546,122,2023-06-22,19633.67,9583.98,0
547,122,2024-01-06,18951.72,8573.47,0
548,122,2025-10-23,18004.13,9828.77,0
549,123,2023-10-25,51010.24,11653.05,163
550,123,2024-06-26,56200.95,25042.12,216
551,123,2025-04-20,57219.54,22187.63,58
552,124,2021-01-21,21166.28,0.0,0
553,124,2022-01-21,22593.89,6363.91,0
554,124,2023-01-15,24868.94,12479.68,0
555,124,2024-07-22,31005.24,5331.0,0
556,124,2025-10-26,33640.65,16681.97,0
557,125,2021-04-21,12844.65,0.0,0
558,125,2022-10-24,13898.25,8453.61,0
559,125,2023-07-01,15402.63,11810.7,0
560,125,2024-06-28,17171.09,14089.5,0
561,125,2025-01-15,18372.86,2212.46,0
562,126,2023-01-24,89345.43,38785.08,320
563,126,2024-04-08,95693.39,49447.68,162
564,126,2025-01-27,106624.94,54959.14,329
565,127,2023-07-03,19083.95,3695.27,0
566,127,2024-01-16,20164.39,10975.46,0
567,127,2025-10-13,21017.57,9602.28,0
568,128,2020-07-03,17392.31,7387.68,0
569,128,2021-04-09,17368.34,2003.83,0
570,128,2022-03-20,17090.4,8936.11,0
571,128,2023-01-15,19628.16,2476.44,0
572,128,2024-10-06,21095.45,6976.3,0
573,128,2025-10-18,22571.81,6837.69,20
574,129,2022-10-19,41828.48,14250.94,209
575,129,2023-04-22,43110.78,6022.1,216
576,129,2024-01-06,44575.69,19438.37,246
577,129,2025-06-05,47835.09,14721.81,137
578,130,2024-01-09,11655.12,7979.63,0
579,130,2025-10-09,12041.28,3468.05,0
580,131,2021-01-04,19663.33,8514.97,0
581,131,2022-10-01,20522.17,15198.33,0
582,131,2023-10-16,20121.95,9515.65,0
583,131,2024-01-23,20622.89,9456.92,0
584,131,2025-01-16,22309.3,8233.08,0
585,132,2019-03-14,17851.64,9435.33,0
586,132,2020-03-23,21476.66,16929.59,0
587,132,2021-10-14,21830.09,6468.28,0
588,132,2022-10-07,22627.09,5699.2,0
589,132,2023-10-27,23083.43,10144.48,0
590,132,2024-10-08,23725.27,7653.31,0
591,132,2025-06-16,24098.52,5234.93,0
592,133,2020-01-15,13723.6,0.0,0
593,133,2021-03-04,14270.24,9698.97,31
594,133,2022-06-14,13556.72,7012.33,0
595,133,2023-06-08,14709.09,1354.53,0
596,133,2024-06-23,15206.51,5063.94,0
597,133,2025-10-20,15250.77,4343.24,0
598,134,2022-01-08,47441.12,14040.28,56
599,134,2023-04-13,45592.56,12018.44,158
600,134,2024-01-23,47334.41,6604.98,142
601,134,2025-10-23,46078.91,28514.01,45
602,135,2022-06-19,87706.93,4999.38,289
603,135,2023-01-23,90076.87,17540.47,828
604,135,2024-01-10,95410.76,16803.94,444
605,135,2025-03-11,94542.76,24011.26,696
606,136,2022-01-16,82374.65,34540.75,127
607,136,2023-03-18,86563.96,9783.17,235
